Department,Sub-Department,Sub-Sub-Department,Location,Position,Name,Apt_Type,Pay_Plan,Lvl_grade_pay,Tenure,Expiration,Additional_Note,Additional_Note_2,Additional_Note3,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,Do......................,"Director, Performance",......do.............................,CA,ES,..........,..........,................,Review.,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,Do......................,"Director, Media and",Robert J. Bole.......................,TA,ES,..........,..........,6/26/2014,Social Innovation,Center.,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,Do......................,"Director, Strategy and",Bruce Andrew Sherman.................,TA,ES,..........,..........,1/24/2015,Development.,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,Do......................,Senior Advisor........,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,"Tinang Island, Philippines..",Station Manager.......,......do.............................,CA,FE,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,None,"Kuwait, Kuwait..............",......do..............,......do.............................,CA,FE,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Voice of America,"Washington, DC..............","Director, Voice of",David Ensor..........................,NA,ES,..........,..........,................,America.,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Voice of America,Do......................,Chief of Staff........,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Voice of America,Do......................,Executive Editor......,......do.............................,CA,ES,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Voice of America,Do......................,Associate Director for,......do.............................,CA,ES,..........,..........,................,Language Programming.,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Voice of America,Do......................,Associate Director for,......do.............................,CA,ES,..........,..........,................,Operations.,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Office of Cuba Broadcasting,"Miami, FL...................",Director..............,Carlos Garcia-Perez..................,NA,ES,..........,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Office of Cuba Broadcasting,Do......................,General Manager.......,Guillermo M. Santa Cruz..............,SC,GS,15,..........,................,,,,,,,
BROADCASTING BOARD OF GOVERNORS,INTERNATIONAL BROADCASTING BUREAU,Office of Cuba Broadcasting,Do......................,Confidential Assistant,Ivonne Silva.........................,SC,GS,12,..........,................,,,,,,,
CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,None,"Washington, DC..............",Director..............,David H. Petraeus....................,PAS,EX,II,5 Years,9/8/2016,,,,,,,
CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,None,Do......................,Deputy Director.......,Michael J. Morell....................,PA,EX,II,5 Years,5/6/2015,,,,,,,
CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,None,Do......................,Statutory Inspector,David B. Buckley.....................,PAS,EX,III,5 Years,10/6/2015,General.,,,,,,
CENTRAL INTELLIGENCE AGENCY,OFFICE OF THE DIRECTOR,None,Do......................,General Counsel.......,Stephen W. Preston...................,PAS,EX,III,5 Years,7/1/2014,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,"Washington, DC..............",Board Chairperson.....,Rafael Moure-Eraso...................,PAS,EX,IV,..........,6/24/2015,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,Board Member..........,John S. Bresland.....................,PAS,EX,IV,..........,3/14/2013,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,......do..............,Mark A. Griffon......................,PAS,EX,IV,..........,6/24/2015,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,......do..............,Vacant...............................,PAS,EX,IV,..........,................,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,......do..............,......do.............................,PAS,EX,..........,..........,................,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,General Counsel.......,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,Chief Operating,Vacant...............................,........,ES,..........,..........,................,Officer.,,,,,,
CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,None,None,Do......................,Special Assistant -,Daniel Horowitz......................,TA,ES,..........,3 Months,4/22/2015,Deepwater Horizon.,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Newton, MA..................",Chairman..............,Maria Lombardo-Trifiletti............,PA,AD,..........,6 Years,10/2/2014,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Canton, MS..................",Vice Chairman.........,James H. Herring.....................,PA,AD,..........,6 Years,10/2/2012,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"New Orleans, LA.............","Member, Board of",Cynthia Butler-Mcintyre..............,PA,AD,..........,6 Years,1/19/2015,Trustees.,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Las Vegas, NV...............",......do..............,Warren G. Hioki......................,PA,AD,..........,6 Years,12/25/2015,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Phoenix, AZ.................",......do..............,Kimberly A. Owens....................,PA,AD,..........,6 Years,1/19/2015,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Williamsburg, VA............",......do..............,Ronald B. Rapoport...................,PA,AD,..........,6 Years,10/19/2014,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Seattle, WA.................",......do..............,Sima F. Sarrafan.....................,PA,AD,..........,6 Years,1/19/2017,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Washington, DC..............",......do..............,Peter C. Schaumber...................,PA,AD,..........,6 Years,10/2/2016,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Woodstock, MD...............",......do..............,Anthony C. Wisniewski................,PA,AD,..........,6 Years,3/23/2013,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,"Auburn, NY..................",......do..............,Vacant...............................,PA,AD,..........,6 Years,................,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,Do......................,......do..............,......do.............................,PA,AD,..........,6 Years,................,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,Do......................,......do..............,......do.............................,PA,AD,..........,6 Years,................,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,Do......................,......do..............,......do.............................,PA,AD,..........,6 Years,................,,,,,,,
CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,None,None,,,,,,,,,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"San Francisco, CA...........",Chairman..............,Martin R. Castro.....................,PA,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Concord, MA.................",Commissioner..........,Michael Yaki.........................,XS,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Las Vegas, NV...............",......do..............,David Kladney........................,XS,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Washington, DC..............",......do..............,Gail Heriot..........................,XS,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Cleveland, OH...............",......do..............,Peter N. Kirsanow....................,PA,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"River Forest, IL............",......do..............,Roberta Achtenberg...................,PA,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Washington, DC..............",......do..............,Todd Francis Gaziano.................,XS,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Special Assistant.....,John Robert Martin...................,SC,GS,14,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Vice Chairman.........,Abigail Thernstrom...................,PA,EX,IV,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Special Assistant.....,Alison E. Somin......................,SC,GS,13,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"North Tonawanda, NY.........",Special Assistant to,Alec Haniford Deull..................,SC,GS,14,..........,................,the Commissioner.,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,"Washington, DC..............",Special Assistant.....,Nicholas Jeremy Colten...............,SC,GS,11,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Special Assistant to,Richard S. Schmechel.................,SC,GS,14,..........,................,the Commissioner.,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Special Assistant to,Marlene Sallo........................,SC,GS,14,..........,................,the Chairman.,,,,,,
COMMISSION ON CIVIL RIGHTS,COMMISSIONERS,None,Do......................,Special Assistant to,Tim Fay..............................,SC,GS,14,..........,................,the Commissioner.,,,,,,
COMMISSION ON CIVIL RIGHTS,STAFF MEMBERS,None,Do......................,Assistant Staff,Vacant...............................,........,ES,..........,..........,................,Director for Civil,Rights Evaluation.,,,,,
COMMISSION ON CIVIL RIGHTS,STAFF MEMBERS,None,Do......................,Acting Staff Director.,......do.............................,........,ES,..........,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,STAFF MEMBERS,None,Do......................,General Counsel.......,......do.............................,........,ES,..........,..........,................,,,,,,,
COMMISSION ON CIVIL RIGHTS,STAFF MEMBERS,None,Do......................,Staff Director........,......do.............................,........,ES,..........,..........,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,"Washington, DC..............",Chairman..............,Earl A. Powell III...................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,Vice Chairman.........,Elizabeth Plater-Zyberk..............,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,Commissioner Member...,Diana Balmori........................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,......do..............,Witold Rybczynski....................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,......do..............,Teresita Fernandez...................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,......do..............,Philip Freelon.......................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,None,None,Do......................,......do..............,Edwin Schlossberg....................,PA,WC,..........,4 Years,................,,,,,,,
COMMISSION OF FINE ARTS,OFFICE OF THE SECRETARY,None,Do......................,Secretary of the,Career Incumbent.....................,CA,ES,..........,..........,................,Commission.,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,"Arlington, VA...............",Chairperson...........,J. Anthony Poleo.....................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,Vice Chairperson......,James M. Kesteloot...................,PA,PD,..........,5 Years,7/29/2015,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,Member................,"Robert Terence Kelly, Jr.............",PA,PD,..........,5 Years,5/2/2013,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Vacant...............................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Jan Frye.............................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Mark F. Heinrich.....................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,"Arlington, VA...............",Member................,Paul Laird...........................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Pamela Schwenke......................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,William Sisk.........................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Vacant...............................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Anil Lewis...........................,PA,PD,..........,5 Years,5/30/2012,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Karen J. McCulloh....................,PA,PD,..........,5 Years,10/5/2016,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Lisa Wilusz..........................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Perry Edward Anthony.................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,......do..............,Kathleen Martinez....................,PA,WC,..........,..........,................,,,,,,,
COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,None,None,Do......................,Executive Director....,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,"Washington, DC..............",Chairperson...........,Gary Gensler.........................,PAS,EX,III,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Commissioner..........,Scott D. O'Malia.....................,PAS,EX,IV,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,......do..............,Bart H. Chilton......................,PAS,EX,IV,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,......do..............,Jill E. Sommers......................,PAS,EX,IV,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,......do..............,Vacant...............................,PAS,OT,..........,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,"Chicago, IL.................",Staff Advisor to the,Vacant...............................,........,ES,..........,..........,................,Chief of Staff.,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,"Washington, DC..............",Special Assistant to,Clay L. Pederson.....................,SC,OT,"$150,000 ",..........,................,the Commissioner.,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Administrative,Shonneice Jones......................,SC,OT,"$61,956 ",..........,................,Assistant to the,Commissioner.,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Administrative,Danielle Nicole Barrett..............,SC,OT,"$62,000 ",..........,................,Assistant.,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Administrative,Sharon Jean Floyd....................,SC,OT,"$66,848 ",..........,................,Assistant to the,Commissioner.,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Director of,John Patrick Riley...................,SC,OT,"$182,000 ",..........,................,Legislative Affairs.,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,"Director, Office of",Steven W. Adamske....................,SC,OT,"$171,825 ",..........,................,Public Affairs.,,,,,,
COMMODITY FUTURES TRADING COMMISSION,OFFICE OF THE CHAIRPERSON,None,Do......................,Public Affairs,Stephanie Allen......................,SC,OT,"$148,511 ",..........,................,Specialist,(Speechwriter).,,,,,
COMMODITY FUTURES TRADING COMMISSION,DIVISION OF ENFORCEMENT,None,,,,,,,,,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,DIVISION OF ENFORCEMENT,None,Do......................,Director..............,Vacant...............................,........,ES,..........,..........,................,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,DIVISION OF TRADING AND MARKETS,None,,,,,,,,,,,,,,,
COMMODITY FUTURES TRADING COMMISSION,DIVISION OF TRADING AND MARKETS,None,Do......................,Director..............,......do.............................,........,ES,..........,..........,................,,,,,,,
CONSUMER FINANCIAL PROTECTION BUREAU,None,None,"Washington, DC..............",Director..............,Richard Cordray......................,PAS,EX,II,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,None,"Bethesda, MD................",Chairman..............,Inez M. Tenenbaum....................,PAS,EX,III,7 Years,10/26/2013,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,None,Do......................,Chief of Staff (Legal),Matthew R. Howsare...................,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,None,Do......................,Special Assistant,Elliot F. Kaye.......................,SC,GS,15,..........,................,(Legal).,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,None,Do......................,......do..............,Anupama C. Connor....................,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,None,Do......................,Executive Assistant...,Dorothy S. Lee.......................,SC,GS,13,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,Office of Legislative Affairs,Do......................,Director..............,Christopher R. Day...................,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,Office of the General Counsel,Do......................,General Counsel.......,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF THE CHAIRMAN,Office of Communications,Do......................,Director..............,Scott J. Wolfson.....................,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Commissioner..........,Nancy A. Nord........................,PAS,EX,IV,7 Years,10/26/2012,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Special Assistant,Joseph J. Martyak....................,SC,GS,15,..........,................,(Legal).,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,"Bethesda, MD................",Special Assistant,Nathan S. Cardon.....................,SC,GS,13,..........,................,(Legal).,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Staff Assistant.......,Timothy M. Reggev....................,SC,GS,9,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Commissioner..........,Anne M. Northup......................,PAS,EX,IV,7 Years,10/26/2011,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Special Assistant,Gregg S. Avitabile...................,SC,GS,15,..........,................,(Legal).,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,......do..............,Kelly K. Pearson.....................,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Staff Assistant.......,Mark S. Fellin.......................,SC,GS,11,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Commissioner..........,Robert S. Adler......................,PAS,EX,IV,7 Years,10/26/2014,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Special Assistant,Jason K. Levine......................,SC,GS,15,..........,................,(Legal).,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,......do..............,Jana L. Fong-Swamidoss...............,SC,GS,15,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Executive Assistant...,Ophelia McCardell....................,SC,GS,12,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF COMMISSIONERS,None,Do......................,Commissioner..........,Vacant...............................,PAS,EX,IV,7 Years,10/26/2017,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,None,,,,,,,,,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,None,Do......................,Executive Director....,Kenneth R. Hinson....................,NA,ES,..........,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,None,Do......................,Deputy Executive,Career Incumbent.....................,CA,ES,..........,..........,................,"Director, Operations",Support.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,None,Do......................,Deputy Executive,......do.............................,CA,ES,..........,..........,................,"Director, Safety",Operations.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,Do......................,Assistant Executive,......do.............................,CA,ES,..........,..........,................,"Director, Hazard",Identification and,Reduction.,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,Do......................,Associate Executive,......do.............................,CA,ES,..........,..........,................,"Director, Economic",Analysis.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,"Rockville, MD...............",Associate Executive,......do.............................,CA,ES,..........,..........,................,"Director, Laboratory",Sciences.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,"Bethesda, MD................",Associate Executive,......do.............................,CA,ES,..........,..........,................,"Director,",Epidemiology.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,"Rockville, MD...............",Associate Executive,......do.............................,CA,ES,..........,..........,................,"Director, Engineering",Sciences.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Hazard Identification and Reduction,"Bethesda, MD................",Associate Executive,......do.............................,CA,ES,..........,..........,................,"Director, Health",Sciences.,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Compliance,Do......................,Assistant Executive,Vacant...............................,........,ES,..........,..........,................,Director.,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Compliance,Do......................,Deputy Director.......,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Information and Technology Services,Do......................,Chief Information,......do.............................,CA,ES,..........,..........,................,Officer.,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,"Office of  Management, Planning, and Evaluation",Do......................,Chief Financial,......do.............................,CA,ES,..........,..........,................,Officer.,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,"Office of Education, Global Outreach and Small Business Ombudsman",Do......................,Director..............,......do.............................,CA,ES,..........,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION,OFFICE OF EXECUTIVE DIRECTOR,Office of Import Surveillance,Do......................,Director..............,Vacant...............................,........,ES,..........,..........,................,,,,,,,
CONSUMER PRODUCT SAFETY COMMISSION OFFICE OF THE INSPECTOR GENERAL,None,None,"Bethesda, MD................",Inspector General.....,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,"Washington, DC..............","Member, Chair.........",Laysha Ward..........................,PAS,WC,..........,5 Years,12/27/2012,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,"Member, Vice Chair....",Eric J. Tanenblatt...................,PAS,WC,..........,5 Years,10/6/2012,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,Member................,Rick Christman.......................,PAS,WC,..........,5 Years,10/16/2012,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Julie Fisher Cummings................,PAS,WC,..........,5 Years,9/14/2012,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Jane Hartley.........................,PAS,WC,..........,5 Years,10/6/2014,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Hyepin Im............................,PAS,WC,..........,5 Years,10/6/2013,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Marguerite Kondracke.................,PAS,WC,..........,5 Years,6/10/2014,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Matthew McCabe.......................,PAS,WC,..........,5 Years,10/6/2013,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,James Palmer.........................,PAS,WC,..........,5 Years,10/6/2012,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Lisa Garcia Quiroz...................,PAS,WC,..........,5 Years,2/8/2014,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Phyllis N. Segal.....................,PAS,WC,..........,5 Years,10/6/2013,,,,,,,
CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,BOARD OF DIRECTORS,None,Do......................,......do..............,Stan Soloway.........................,PAS,WC,..........,5 Years,10/6/2012,,,,,,,
